id,label,data
58,传媒,某音某手短视频剪辑有人带 1.20-30周岁。2.对设计师、计算机行业感兴趣者优先3.思维活跃，有创新能力或创新意识者优先4.想拥有一技之长，有个稳定发展好的工作者优先
59,传媒,服装服饰拍摄打版 岗位职责：配合公司进行服装服饰拍摄，店铺打版宣传，短视频拍摄。任职资格：身高162~179体重匀称，身材比例匀称，五官端正，颜值在线。有拍摄经验优先。
60,传媒,不用赶早高峰的星探经纪人 传媒公司招聘星探运营负责公司主播的挖掘，引入，培训，维护。无责底薪4000+饭补+住宿+全勤+绩效奖金+提成奖金+年终奖+节假日福利+定期团建+五险。工作时间中午12点~晚9点。服从安排，有赚钱欲望，公司氛围嘎嘎好，老板人傻钱多，嘎嘎好相处！
61,传媒,高薪服装服饰拍摄打版 岗位职责：配合公司进行服装服饰拍摄，店铺打版宣传，短视频拍摄。任职资格：身高162~179体重匀称，身材比例匀称，五官端正，颜值在线。有拍摄经验优先。
62,传媒,短视频拍摄剪辑 拍摄视频剪辑视频做餐饮商家抖音号。工作时间每天1-2小时，老板是年轻人，想做一个重庆地毯火锅找一个懂得互联网剪辑运营的一起创业做得好给干股。
63,传媒,视频拍摄剪辑助理 拍摄剪辑助理主要工作内容运营抖音账号拍摄剪辑视频剧本和分镜创作有过相关从业经验独立运营过餐饮或服装类账号懂得直播流程和后台操作工作时间自由
64,传媒,带货主播 1；要求有带货经验2；气质佳，口才好3；吃苦耐劳，热爱岗位
65,传媒,诚聘短视频剪辑可小白双休 年龄18周---30周岁1、学历：工作经验不限。2、性格：乐观外向，有正确的价值观，责任心强、执行能力好，有良好的的沟通能力，能适应快速学习。3、经验：有短视频相关经验者或相关资源者优先，无经验学习能力强者亦可。4、爱好：短视频重度爱好者优先。
66,传媒,直播助理 一点都不累，唠嗑或者表演才艺每天3小时，39-60元年龄35以下，颜值才艺者优先
67,传媒,"某站短视频剪辑高薪双休 1、学历专业，年龄18-30岁2、会简单的基本电脑操作2、无经验可学习，前期不懂会人带，良好的沟通能力，学习能力强3、对互联网设计,视频剪辑，ps,运营感兴趣，往长期往这方面发展4、会基本的色彩调搭配感、审美观，逻辑思维分析强，做事踏实，认真负责。福利待遇周末双休，朝九晚六"
68,传媒,主播经纪人星探 负责公司主播的线上招聘，引入，培训，维护。年龄18-25周岁，无责底薪4000+饭补+全勤+绩效奖金+提成奖金+年终奖+节假日福利+定期团建+五险。月休四天，工作时间中午12点~晚9点。负责公司主播的挖掘，引入，培训，维护。无责底薪4000+饭补+全勤+绩效奖金+提成奖金+年终奖+节假日福利+定期团建+五险。
69,传媒,服装打版拍摄宣传日结 岗位职责：配合公司进行服装服饰拍摄，店铺打版宣传，短视频拍摄。任职资格：身高162~179体重匀称，身材比例匀称，五官端正，颜值在线。有拍摄经验优先。
70,传媒,期待高薪无责保底主播电联限18-35岁 欢迎有意者可以直接电话联系公司禁忌：禁忌低俗直播，禁忌暴露直播，只允许唱歌，聊天。严禁一切低俗文化！公司提供设备直播间，可以住宿，每天额定工作六个小时不需要拍短视频那么辛苦。现在主播平均收入均在一万以上，越努力越幸运。直播环境安全舒适高档写字间设备都是的有专业调试团队经验丰富的运营管理薪资待遇:无责保底4000+时长奖励+礼物分成上不封顶+新人奖励直播地址:红旗街商圈，金谷国际。交通便利，购物，休闲，赚钱三不误，快来吧小伙伴们1、需满18周岁以上(全职，兼职允可）2、如唱歌，乐器，脱口秀，聊天等；3、形象气质佳，思维敏捷和应变能力；
71,传媒,8k高保底无责主播供住限18-35岁 有意者可直接电话联系或者投递一份你的简历，我们会尽快联系你！福利待遇：（1）公司将为你提供专业的平台，专业直播设备，。（2）专业超管带你，只要按照超管说的做保证个月就赚到普通工作3倍的钱。。。（3）入职满一年交五险一金。无任务，无押金，接受0基础，每天仅需6小时，无加班。。薪资待遇：1.月保底6000+奖金+礼物提成（无上限），没有上限，努力决定上限，2.工作时间：时间段不限，轻松不累，鼓励多播，多劳多得，任职要求：1、有无经验均可，有无才艺均可，公司配备声卡设备2、学历不限，18-30岁之间，要求个人素质好，责任心强，无任何不良嗜好，具有较强的事业心和自信心及上进心。4、热情活泼、喜欢与人互动交流，善于调动气氛，互动能力强，
72,传媒,高薪诚聘主播供住电联限18-35岁 招手机音频语音聊天主播，语音唱歌主播，线上直播，免费培训，不需要到公司上班无需面试线上试音即可。抖音音频直播平台主播热招中~绿色直播平台1、手机音频直播，不需要设备，一部手机即可2、简单方便，时间自由，上手快，不需要露脸3、不需要押金，不需要投资，只要你有手机4、对声音的要求不高，只要你能说话5、皆可，有无经验均可6、只需要有颗负责任的心，好好直播7、年龄18-32周岁可提供住宿住宿环境好
73,传媒,快手抖音娱乐主播无责保底限18-35岁 招新手主播，娱乐主播，才艺主播线上主播线下主播*培训保底薪资7000-13000，经验不限，时间自由，公司提供直播间设备公司提供:高端直播间、专业直播设备、化妆师、造型师、形象打造、才艺教学、专业摄影师拍摄、剪辑精细化团队全程*服务。运营、短视频拍摄与剪辑、人气卡扶持、作品热门*、线上资源对接、网红孵化与培养直播平台:抖音休息时间:自由安排，遵从主播意愿直播内容:直播间以聊天、互动为主(全程1对1跟播培训)不要求直播经验和才艺工作地点:绿园区吾悦广场A座任职要求:1.普通颜值就可以(美颜比你想象的强大》2.活泼，开朗，性格好，喜欢与人聊天3.年龄30岁以下福利待遇:团建，节假日礼品，不定期聚餐，节假日机票，景点门票
74,传媒,急招想挣钱主播无责10K限18-35岁 有无经验均可，公司会对新主播进行培训运营*扶持；岗位要求：1.不限经验，小白、新老主播都可加入！2.颜值在线，形象气质佳3.活泼开朗、喜欢聊天、时间充足4.工作态度积极主动（积极配合运营团队及公司安排）薪酬待遇超高无责保底6K到10k，每天4到6小时+高额提成（40%-55%提点），（接受零粉丝，零经验）全职每天4到6个小时账号归个人所有！有试播的机会，如果不满意七天无理由可以退！只要你能坚持下去，我就可以一直跟着，带你涨粉，赚钱！保姆式的经纪人！另招聘团播主播要求无大面积纹身配合公司跟舞蹈老师学习简单抖音热门舞蹈薪资8k?10k
75,传媒,视频主播提供设备在家播 做快手一线平台娱乐直播，有无才艺均可，会聊天会捧人就行！要求形象打开美颜看的过去就行！给你配全套直播设备包括苹果手机，不要押金，不签合同，无套路，每晚18：00点至24：00点，6小时保底4000-5000元，薪资上不封顶，无任何缴纳费用，没有违规违法行为，正规线上直播公司，在家播就行！全国招聘在家播就行
76,司机物流,诚聘B票值班司机 工作内容：其他线路休息负责替班工作，没有替班工作的时候在公司值班，职位要求：有熟练的9米6、7米7驾驶经验，服从公司领导安排工作时间：电话详谈
77,司机物流,叉车司机月结溜达岗 工作内容：电动叉车开电运输叉车无证可学月结5000+职位要求：无特殊岗位要求都能干有人教活轻松简单不累工作时间：倒班工作月休4天全市班车提供工作餐有宿舍公司为员工提供俩餐米饭水饺拉面馒头面包牛奶等丰富美食
78,司机物流,长春德邦聘分拣员6-7千 1、【招聘岗位】：装卸工、分拣员2、【岗位要求】：年龄18-50周岁，能上夜班者优先考虑（可接受无经验人员有人带）3、【薪资待遇】：装卸工7-9千/月，分拣员6-7千/月，月休4天4、【食宿情况】：住宿有宿舍，每月有食宿补贴300元，住宿在补贴里扣一部分，吃饭公司有食堂5、【其余补贴】：工龄奖、满勤奖，夜班补助、亲情1+1等6、【工作时间】：装卸夜班：19点--07点，装卸倒班：02点--12点，12点--22点，半个月一倒班，分拣夜班：19点--07点7、【工作内容】：装卸：进行装车或卸车工作，大件有叉车地牛等设备，小件货物码放整齐；分拣：在传送带附近进行货物的短距离搬运，纸箱货物较多，件30公斤左右
79,司机物流,菜鸟裹裹取件员 1、负责区域内的物品送达及货款的及时返回；2、执行业务操作流程，准时送达物品，指导客户填写相关资料并及时取回；3、整理并呈递相关业务单据和资料；4、客户的维护，客户咨询的处理和意见的反馈；5、突发事件的处理。任职资格：1、初中及以上学历；2、熟悉当地地形，有同行业工作经验者优先；3、吃苦耐劳，人品端正，做事仔细认真；4、身体健康，无不良嗜好。工作时间：编辑职位
80,司机物流,装卸工卸方便面220活多 1．工作内容：点申请职位，打电话主要在库房卸果汁，重量在10-50斤左右，来就干活，常年有活，活多。.2．薪资待遇：点申请职位，打电话每天能挣到200至290元，日结工资，时间自由.3．工作时间：点申请职位，打电话可兼职，也可全职，随时来随时干活，可洗热水澡.4．福利待遇：点申请职位，打电话有寝室，提供吃住、干活有辅助工具，地牛和推车，当天安排食宿。.5．单位地址：点申请职位，打电话长春市火车站附近点申请职位，打电话，给你详细介绍
81,司机物流,标品/蔬菜分拣员 工作内容：标品/蔬菜按照线路投放职位要求：长期稳定工作时间：晚上10点-凌晨5点，工作地点海吉星A3物流库
82,司机物流,叉车司机溜溜达达五千八 工作内容：轻松简单有人带不出力开动电运输小车电运输叉车月结5000-6000职位要求：无任职要求直接入职福利待遇：全市免费班车提供工作餐有宿舍无需体检直接入职工作时间：倒班工作月休四天恒温车间冬暖夏凉车间严格执行5S标准除湿恒温无尘无噪音无异味
83,司机物流,日结红旗叉车工 工作内容：负责运输货物职位要求：18-50周岁工作时间：早8-晚8有限工时11小时
84,司机物流,叉车日200班车食宿 成手叉车司机、、、要求：16-50周岁，成手有叉车证，可以进场试岗，试岗通过没有试用期直接上岗感兴趣的提供简历
85,司机物流,物流叉车工平叉 【岗位】高位【要求】18-45周岁，【工作时间】8：00-16：00，16：00-24：00，8小时俩班倒（具体工作时长根据实际生产安排决定）【福利待遇】工作满六个月以后择优转正，缴纳五险一金【薪资待遇】叉车：月结20元/小时，每月25日结算上月整月薪资（如遇法定节假日顺延或提前）
86,司机物流,叉车工 任职资格：1、有叉车操作经验，有叉车证；2、能适应倒班；工作时间：12小时两班倒，早班：8：00-20：00，夜班20：00-次日8：00.
87,司机物流,商务司机 岗位职责：1、负责公司外事接送，给公司高管开车；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1、年龄28-35岁，C1-C2--B1本，5年以上实际驾驶经验，驾驶技术娴熟，熟悉本地路况；2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；4、为人踏实、老实忠厚，保密意识强、责任心强，能适应加班。
88,司机物流,库管员3千5-4千五险 工作内容：现场的收发货管理职位要求：年龄35-45质检工作时间：早八晚五，长白
89,司机物流,"诚聘市内箱货司机电联 司机有快消品经验的优先薪资待遇:5000?6500元餐补+满勤元+年终奖（有意向可投递简历或直接拨打电话）要求：持有C票以上驾驶执照,开4.2米厢式货车司机2名负责市内货物的配送、装卸和清点,司机，有工作经验者优先考虑作息时间：早6点晚5点"
90,司机物流,装卸工轻松活不累 轻货跟车装卸汽车零部件。工作地址：长春市内高新区超然街与顺达路交汇处长春力登维科技产业有限公司。请直接拨打应聘电话联系
91,司机物流,库房管理员 1.理清货物录入库存2.卸货到仓库、备货、配货3.早七晚五，月休两天，如不休息加200全勤奖金4.货物为休闲食品、零食、饮料、膨化食品
92,司机物流,蔬菜分拣日结能看手机 工作内容：负责分拣水果蔬菜及日用百货1.经验不限。年龄：18--45岁二.岗位内容：无须经验、统一培训、简单易操作三．薪资待遇：1.综合工资5000-7000元2.员工享受法定节假日，婚假、丧假、产假、病假.带薪年假，节假日，生日等福利。3.不定时组织聚餐，年会等四、吃饭住宿1、免费提供食宿
93,司机物流,长春蔬菜水果分拣高薪 一、薪资福利：工资保底+绩效+夜班/冷冻补助+加全勤奖综合薪资6000-8000，上不封顶能者多劳能力高可过万干满一个星期可预支薪资可提供住宿：宿舍有空调，冬暖夏凉月休四天可根据自己时间自由调休免费提供工服手套等作业设备员工食堂附近小吃物美价廉二、工作要求：1.分拣：负责货品（菜品、酒水等）的分拣工作，按照订单要求去分货，干活麻利不拖拉，服从管理，18-45周岁，**不限，2.PC加工：水果，蔬菜称重，贴签，装盒，装袋，打包等，比较轻松，三、上班时间：分拣16:00-02：00，20:00-02:00打包09:00-20:00/23:00-09:00固定班次不倒班
94,司机物流,长春高薪诚聘装卸工8k 【岗位职责】：装卸、分拣、扫描【任职资格】:45以下【工作时间】:7:00-19:00倒班月休4天【薪资待遇】:绩效+补助=7000-9000从事过本行业者优先考虑。公司直聘，不收取任何费用。
95,司机物流,小车司机 驾龄5年以上，无不良驾驶记录，无重大交通事故，年龄30到40之间，能接受出差。
96,司机物流,装卸工卸粮油260 1．工作内容：点申请职位，打电话主要在库房卸果汁，重量在10-60斤左右，来就干活，常年有活，重量可选.2．薪资待遇：点申请职位，打电话每天能挣到200至380元，日结工资，时间自由.3．工作时间：点申请职位，打电话可兼职，也可全职，随时来随时干活，可洗热水澡.4．福利待遇：点申请职位，打电话有寝室，提供吃住、干活有辅助工具，地牛和推车，当天安排食宿。.5．单位地址：点申请职位，打电话长春市火车站附近点申请职位，打电话，给你详细介绍
97,司机物流,小车司机 任职资格：1、年龄21-60岁，C1本及以上均可，3年以上实际驾驶经验，驾驶技术娴熟，熟悉本地路况；2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；4、为人踏实、老实忠厚，保密意识强、责任心强，时间不限
98,司机物流,送货/配送员卸果汁长白 1．工作内容：点申请职位，打电话主要在库房卸果汁，重量在20斤左右，来就干活.2．薪资待遇：点申请职位，打电话每天能挣到280至380元，日结工资，时间自由.3．工作时间：点申请职位，打电话可兼职，也可全职，随时来随时干活，可洗热水澡.4．福利待遇：点申请职位，打电话有寝室，提供吃住、干活有辅助工具，地牛和推车.5．单位地址：点申请职位，打电话长春市火车站附近点申请职位，打电话，给你详细介绍
99,司机物流,C1驾驶员 1：驾龄满一年，接送客人往返目的地2：底薪7千+出车补贴一千+奖励，综合薪资8千起。3.公司提供车辆保养和保险，无需承担额外费用；4：有意向欢迎投递简历，具体面议
100,司机物流,卸方便面270一天一结算 1、每天能挣200-300元左右，日结，可兼职，可全职，随时来随时干活.2、可通勤，可兼职，可住宿，可洗热水澡，有事可随时请假，时间自由.3、主要在库房卸日用百货、生活用品，重十几斤，干活有地牛，推车.4、单位地址：长春火车站附近点申请职位，打电话，投简历，给你详细介绍
101,司机物流,招踏实肯干配送服务人员 岗位描述：送餐员/外卖骑手是指负责将外卖食品送到客户手中的职业人员。主要职责包括接收订单、准备食品、配送食品、收取款项等。招聘要求：年龄18-50岁，身体健康，无违法犯罪记录；具有骑行经验，熟悉当地道路和交通规则；具有良好的服务意识和沟通能力；具有团队合作精神，能够承受工作压力；具有手机操作和简单计算能力。薪资福利：薪资结构：底薪+提成；培训福利：提供岗前免费培训和职业发展培训。配送区域：根据公司的业务范围和需求，配送区域可能会有所不同。一般来说在城市区域内进行配送。工作时间：根据公司的安排，可能需要在早、中、晚三个时间段进行配送。
102,销售,销售业务员 40岁以下，有经验，会开车，主推百货市场，工资面议，可直接打电话咨询
103,销售,匹克急招店长1名 匹克体育招聘：店长岗位要求：?、工作乐观、勤劳、有责任心、学习能力强。?、年龄20-35岁，店长要求有运动品牌店长工作经验，店员有运动品牌销售工作经验者优先。薪资待遇底薪+补助+工龄+提成达成奖=月工资4000-8000，节假日3薪，每月带薪休息2天，每天工作7-8小时
104,销售,医药代表 工作地点：吉林省（根据能力划分市场大小）请求职者有意向后拨打应聘电话可自备交通工具，方便业务拓展，提高工作效率薪资待遇：100%高额提成+工作时间自由+晋升空间大（终端经理+县总+地总）岗位职责：负责所在地区的市场开发，面对药店及诊所等相关工作单位展开推广工作具有较强的沟通，协调，分析，推广及解决问题的能力，具有较强的事业心薪资标准：选择大于努力，我们的付出与收获成正比，只要你肯努力，薪资过万不在是梦我们坚信依靠底薪的业务不是好的业务，今天你的选择将成就明天更辉煌的自己不要看底薪，看提成！看提成！看提成！
105,销售,文员 职位描述因业务需要，现招聘销售内勤2名。工作稳定不累，办公环境舒适，氛围轻松。需要会基本电脑操作，个性踏实稳重有责任心。*好家距离公司近一些，能够长期稳定的，一经录用待遇优厚，有经验者优先。每月4天休息，中午有餐补。
106,销售,高薪资诚总经理助理 你渴望在新能源汽车的领域大展身手吗？如果你对新能源汽车充满热情，拥有卓越的销售技巧和积极进取的精神，那么我们诚挚地邀请你加入我们的团队！在这里，你将与前沿科技为伴，为客户带来绿色出行的全新体验。与我们一同开启新能源汽车销售的新篇章，成就非凡职业生涯！期待你的加入，一起为环保事业贡献力量，共创美好未来！
107,销售,早八晚五急招羊奶店店员 年龄要求：30-55岁时间，管午饭其他待遇可面谈，详细可来电咨询岗位职责：负责快消品销售，有体销经验者、会销经验者、、电销经验者、保险经验者优先工作时间：早8点~晚5点工资底薪+提成+奖金，工资稳定5千左右有意向可以职级电话联系
108,销售,奢侈品销售 岗位职责：1、负责专卖店珠宝、腕表及皮具等产品的导购销售；2、寻求并创造机会提升客户忠诚度；3、快速学习有关珠宝、手表及皮具的新知识信息；4、与售后服务部门联系处理客户的产品维修要求；5、确保店铺环境符合公司标准（如视觉陈列，清洁等）。任职资格：l、高中或职高以上学历，普通话标准，会基本英语对话；2、形象气质佳，外表宜人可亲，良好的待人接物行为举止；3、二年以上精品品牌销售经验，有销售珠宝、腕表、皮具等经验者优先；4、熟悉零售专卖店日常操作流程；5、客户服务意识强，有良好的职业素质；6、沟通表达能力、责任心强，具团队合作精神。工作时间：
109,销售,一汽大众奥迪官方应答员 职责:主要负责客户对各品牌介绍，咨询，答疑等工作，不推销，没有任务。要求:**不限，35周岁以下，大专及以上学历待遇:入职签合同，当月缴纳五险一金全年16个月工资，五险一金，班车，工作餐，节假日福利，年底奖金。工作时间:白班为主，一个月大概三四天夜班，夜班值班有休息室，工作环境好。
110,销售,社群运营专员 1.客服人员要求有电话销售经验，公司资源充足，不跑外，只电话回复客户问题。2.岗位职责电话回答问题、客户沟通、帮助客户购买、促成订单，待遇好提成高。3.薪资透明无责底薪4k+提成业绩越高提成越多，轻轻松松月入1万+。4.上班时间早八晚六。5.产品介绍OTC产品!有自己医院线下实体药店，药房都在卖，好成单，大品牌有保障!6.待遇不定时提供各种零食、茶水，公司提供午餐。本市面试人员，报销面试路费20元。快快乐乐上班，轻轻松松赚钱！
111,销售,不跑外聘网络销售 不加班??提成高?底薪高??收入高??三高的工作风卷来袭??想赚钱，来找我??纯微信销售底薪：3800+单值30%收入上不封顶不跑外，办公环境员工氛围良好你有能力，我们有资源，公司给你发展的平台，晋升空间非常大！让你开心赚钱。要求：**不限，有无经验都可待遇：不定时各种零食供应，不定时团建，节假日福利丰厚年底奖金，月休息四天带薪。期待你的加入，我们在电话彼端等着你的加入。
112,销售,医药项目经理 1.有医疗器械销售经验2.有良好的客户资源
113,销售,招聘客服有无经验均可 1．工作内容：负责线上回复，不打电话，有无经验均可，无学历要求，接受小白，应届毕业生，无经验有人带，工作轻松，好上手2．工作时间：早九晚五不加班，双休法休，公司氛围好，年轻人多，人性化管理，晋升空间大3．薪资内容：底薪5k＋绩效奖金，奖金多劳多得，上不封顶
114,销售,营业员 负责接待顾客、销售商品、核对账目等工作
115,销售,招聘服务生5000+ 长春市连锁浴足企业！岗位职责：1、热情主动引领接待顾客2、善于推销公司商品，达成销售意向3、完成所属区域内卫生清理4、遵守店内规章制度，服从管理5、公司注重内部提拔，晋升空间大任职资格：16?30岁，形象好，责任心强，亲和力强，具有良好的服务意识和沟通能力，为人乐观、开朗，工作认真，积极向上，具有良好的团队合作精神，有相关经验者优先。工作环境优越的理想岗位，人性化管理
116,销售,急聘客户休息区服务接待员 工作内容：1）客休区客户接待，指引客户饮用茶水、饮料；2）客休区电视机、饮料机、电脑等电器的日常开关：3）客休区卫生清洁维护；任职要求：1）工作积极主动，工作态度热情：2）对本职工作认真负责；3）认真完成部门领导的工作安排：福利待遇：五险，免费午餐，定期团建，节日福利。
117,销售,业务员 工资面议，形象重要，着装西服，优先考虑，**不限，一单一结，可全可兼，时间自由，能说会唠，早8，中休1，晚4，可签合同，详情咨询直接联系我，注意，不看私信，
118,销售,商务经理 【岗位职责】1.公司提供客户联系方式(不需要自己拓客)，商务经理负责联系并沟通，促进销售；2.与客户进行深度沟通，配合设计师了解客户需求，提供相关问题解答，推动签单成交；3.协调内部资源，管理合同流程，确保项目的顺利进行。【任职要求】1.大专及以上学历，市场营销、商务管理或相关专业优先；2.至少1年以上销售相关岗位经验，有房地产、装修服务或相关行业背景者优先；3.具备出色的谈判技巧和团队管理能力，能独立维护客户关系；4.具备良好的客户服务意识和抗压能力，适应偶尔加班和外勤工作，
119,销售,医药代表 负责打电话，加微信，促成销售，针对全国诊所药店，新人有师傅带，提成高
120,销售,超市理货员 小型生鲜超市理货员，产品日常陈列收银！
121,销售,"滴眼剂销售人员 岗位职责：1、负责公司省内及省外滴眼液（眼药水）产品的销售及推广；2、根据市场营销计划，完成销售指标；3、开拓新市场,发展新客户,增加产品销售范围；4、负责辖区市场信息的收集及竞争对手的分析；5、负责销售区域内销售活动的策划和执行，完成销售任务；6、管理维护客户关系以及客户间的长期战略合作计划。任职资格：1、学历不限；2、1-2年以上药品销售工作经验；3、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；4、具备一定的市场分析及判断能力，良好的客户服务意识；5、有责任心，能承受较大的工作压力；6、有团队协作精神，善于挑战。面试时间：10点以后"
122,销售,招聘客服有无经验均可 工作内容:负责招聘，工作简单，有无经验均可上班有同事带，工作时间，早九晚五不加班，双体
123,销售,电商客服早九晚五月薪8千 工作内容：线上回复客户咨询解答问题不需要打电话工作轻松简单有老人带职位要求：年龄在18--45岁之间**均可有无经验均可工作时间：早九晚五不加班双休一个月休息8天节假日正常休息
124,销售,保底3500稳赚8K包住 家港集团，大型多元化集团企业，历经10年发展现拥有分公司200余家，总员工3000余人，旗下拥有家港地产代理公司、家港金融贷款公司、家港资产评估公司、家港装饰公司等众多子公司，业务涉及一二手房产及商业地产代理营销、租赁服务、金融贷款、法律咨询、室内装饰等。以下为置业顾问/销售专员岗位介绍，其它高薪精品岗位待遇及工作内容请电询或线上咨询了解。待遇及发展：1、3500无责任底薪（保底），55%~85%提成=月薪8000以上；2、家港内网26万套房源和客源，免费共享；3、五险一金、免费住宿，免费带薪培训，免费工装；4、新人奖、月奖，季奖，年终奖，每年境内外旅游；5、晋升：家港经纪人--分店店长--股东--区域股东--大区总监；6、家港经纪人月收入7000元（保年薪4万+）7、分店店长月收入30000元（保年薪24万+）8、股东月收入40000元（保年薪30万+）9、区域股东月收入50000元（保年薪50万+）10、大区总监月收入60000元（保年薪70万+）岗位描述：1、负责新客户和新业主的开发，前期接待和咨询解答；2、掌握客户与业主的需求，进行资源匹配，合适产品；3、负责网络推广、实地带看，促成业务成交；4、通过家港各事业部的辅助，展开专业贷款金融以及房屋装饰等客户服务；5、工作时间：8:30--18:00，午休一个半小时，月休息四天，自选可连休公司承诺：每一位家港人都可根据工龄和贡献分得一定股份，让每一位员工真正成为公司的主人。
125,餐饮,网红店招聘餐饮服务员 岗位职责：1、自觉遵守公司内的各项规章制度，工作安排；2、仪容仪表大方，着装整洁，准时参加公司各项例会；3、按要求做好责任区内、餐台、吧台的环境卫生；4、做好餐具各项补充，以使替换；5、熟知公司内提供的饮品及特点；6、做好收尾结束工作，做好防火、防盗。
126,餐饮,招聘韩餐厨师一名 招聘成手韩餐厨师一名，3-5年工作经验餐食制作菜品更新，能吃苦耐劳，干活干净利落，年龄50岁以下，无休息，包吃不包住！工作时间早九点到晚九点，不是成手厨师勿扰！
127,餐饮,服务员 负责点餐、传菜、桌面清洁、客人引导
128,餐饮,长春国泰必胜客服务员 必胜客长春国泰RIO招募（全职/兼职/任何班次都要能上班就要）招募对象：全职，18-47周岁。入职缴纳五险一金，每月满足工时167小时。超过167按1.5倍计算。享受5?15天带薪年假。工作时间灵活。8-16点，11-20点，15-23点。招募对象：1.全职2.兼职?晋升空间大?工作时间：周一至周日，根据您的空余时间每天工作4～8小时一周提供3-6天时间节假日法定假日可上班工作性质：生产区员工（产品制作）服务区员工（服务顾客）地址：长春国泰RIO必胜客公交、地铁直达
